,params,std err,t,p-values,pearson_r,pearson_p,coef_0.025,coef_0.975
0,0.379534887425132,0.03215846259285408,11.802,0.0,0.3206197901095241,1.3344785739596004e-12,0.31634062145165043,0.4427291533986135
1,0.4166813319641603,0.05714787346908278,7.291,0.0,0.3206197901095241,1.3344785739596004e-12,0.3043806302314046,0.528982033696916
