,params,std err,t,p-values,pearson_r,pearson_p,coef_0.025,coef_0.975
0,0.2384703061002775,0.02688934189088995,8.869,0.0,0.4019080796578798,1.6169775711349415e-19,0.1856303353336909,0.2913102768668641
1,0.7763163118178866,0.0821101265410287,9.455,0.0,0.4019080796578798,1.6169775711349415e-19,0.6149625418493243,0.937670081786449
