,params,std err,t,p-values,pearson_r,pearson_p,coef_0.025,coef_0.975
0,1.1386724896311762e-14,0.006557430333944295,0.0,1.0,0.37594566758968956,0.0,-0.012853106339694732,0.012853106339717505
1,0.37594566758968845,0.006557430333944305,57.331,0.0,0.37594566758968956,0.0,0.3630925612499823,0.3887987739293946
