,v-Concerned,v-Smiling,v-Negative,v-Neutral,v-Tongue,v-Sleepy,v-Affection,v-Unwell,v-All,a-Concerned,a-Smiling,a-Negative,a-Neutral,a-Tongue,a-Sleepy,a-Affection,a-Unwell,a-All,d-Concerned,d-Smiling,d-Negative,d-Neutral,d-Tongue,d-Sleepy,d-Affection,d-Unwell,d-All
0,0.016447370373069092,0.01653197053220619,0.00985479034835016,0.009009496313470401,0.0009855879358062023,0.003223672954852986,0.020341654079627264,0.033196851952321076,0.013486307943397531,0.017873364263531793,0.011498791742446297,0.008529044329060813,0.01921186539039058,0.005104205973296654,0.006334408162078929,0.00935518301085527,0.015506729657040396,0.013341839574245553,0.011695901842202561,0.016881435083680105,0.043419535458686556,0.010737913597184345,0.002381091279781344,0.010966825177649325,0.011124602388105892,0.005307050524444036,0.014189042648669905
1,0.009111789594962807,0.006239886372371939,0.020527414154173057,0.051149147976092386,0.004364784297044323,0.00750656671117125,0.005005803387582566,0.024772103159233595,0.01162172322618782,0.008590569753097273,0.020793979474526936,0.015249742525415595,0.01708323221938759,0.010134168107005698,0.006953841682842592,0.0023349992484505006,0.00014350928277529607,0.012875364580667915,0.006688899346143146,0.016546316058546603,0.034518223446311815,0.012224171618696818,0.0036910074789239045,0.01369620127449452,0.00844804513742555,2.9736242243415666e-05,0.01357310675965962
2,0.005807519320152316,0.012043237219675946,0.011706066431751821,0.012732916519930111,0.004211089132608001,0.012205453031498932,0.00315233441951783,0.042326573393692904,0.00939547499425366,0.004634780468818908,0.021489111706764954,0.006787801389562402,0.020025063526394982,0.0022814050157900804,0.021262882768736408,0.010649055161583394,0.0079110902813761,0.01253742808551483,0.011228243039955893,0.012144649455641341,0.020175064852049226,0.012945356313689687,0.008431695386556649,0.015560528105390848,0.018653852428785225,0.00546860590170053,0.01433905370576446
3,0.013840800456402326,0.01443722677631377,0.012548977440167414,0.003535330221995877,0.03381466189340938,0.024014026328303625,0.009384260341440874,0.058399251108796894,0.013859037849217161,0.00733919194123792,0.014027703183673612,0.005892825847104677,0.015561831723519078,0.009778991082465754,0.005602620379732235,0.012193155326921001,0.06310098784081,0.010259924019153746,0.014236643595913173,0.014263617390977864,0.01499000873651398,0.013627068093980534,0.008756596998833114,0.0011864997710944202,0.006368454003597225,0.03226695198892176,0.013340150845814936
4,0.00906465823910616,0.015608161911194665,0.01464622886467618,0.0016286970266595814,0.01485677386611585,0.012718239704986655,0.009214823602460403,0.008302858956000626,0.010657810011192292,0.007132921422986032,0.016214713070649575,0.0068759350828023515,0.01059344646933108,0.003762804454988756,0.010835406988116457,0.0197126547056552,5.360049656769593e-05,0.01129155026553798,0.007801413505467588,0.017829078900016622,0.042663975615087196,0.014076690806354208,0.0002152312090674667,0.004186269063565784,0.0077088678425800816,0.00043560907656249993,0.015339598098202676
5,0.013587016916526196,0.0329843480367868,0.015848653184467702,0.005311112238918244,0.014539067284591617,0.004983390303834204,0.009210937905333987,0.024502886894640405,0.016099993962533223,0.00800203277178148,0.022963805421641795,0.000668975676917067,0.0036222275071473645,0.0379442760572501,0.005057574776831413,0.004550371358397939,0.0041094542302506235,0.012937100483773216,0.008454753811026816,0.01773082696554234,0.031112818016219398,0.0011450796277304004,0.007311922028433161,0.015163834755958117,0.010233530042574601,0.011903383218301129,0.013679125571584138
6,0.011693394201059262,0.012201536297362592,0.014562101924539913,0.007545433147100914,0.00858874866708577,0.03671834656862932,0.027797117676299003,0.01597292379734509,0.013502520137949777,0.007907966308976843,0.010589050156160684,0.0029554403785912956,0.0017879009120462725,0.00871510861934309,0.0004911581168588686,0.008934724280913237,0.005094251244853357,0.007794519528905282,0.012353876833827741,0.03322418854674709,0.034831133499267,0.002930593509687572,0.03790810781460817,0.009471859495866562,0.0035612353098838727,0.02286171488242628,0.017932707688831623
7,0.007383337912053889,0.012225868726893812,0.029138474521193735,0.01626471276743912,0.010346857781767135,0.02543868039959247,0.003626839793566264,0.02459179103329,0.011868254453365153,0.008107878678502713,0.011728645048284391,0.005509446921439298,0.01245298361333596,0.009031724285370003,0.0004908477859219612,0.0006316176551352825,0.0137312484877681,0.009631083392633554,0.018090019670193174,0.019489698352822056,0.023681551015603975,0.0023524933680395166,0.024740231951606465,0.006353636391252875,0.009415940048239722,4.930065140624985e-06,0.017257407888092217
8,0.012265027095143682,0.014182950001589693,0.010925524718894587,0.0039812291626164596,0.0016638705190766187,0.02408916779948607,0.0024071871047312084,0.020477931117658884,0.011327920844137468,0.01121819245073935,0.010887219207789997,0.0029007259371153383,0.012868817809375967,0.0032734129350989946,0.009023615586807605,0.02551133217791882,0.004549131478604701,0.010779970617939068,0.021010862354276006,0.0208002055170487,0.030037474203538625,0.010662368803041548,0.004822745455040444,0.0020929297705273957,0.004850132399409312,0.0009232445788035999,0.018628133414946492
9,0.008251066408906008,0.012457606872102903,0.01288048317524081,0.005524157823685102,0.013502757032794743,0.06599460938904861,0.005703784954465266,0.0004401161752709162,0.012226618742399872,0.006088688231859167,0.011566857076631276,0.005790948574892778,0.005564108044561642,0.00010160113980389707,0.0011415783742511297,0.002584931212147424,0.0008922732357092491,0.0072745848440756294,0.0209213468718807,0.007229006709885762,0.017098332668015914,0.019077094154184866,0.011305041928267014,0.003425096065437854,0.004145530272955971,0.019925516878319526,0.016934870672900827
10,0.009108018199052964,0.01265260271135954,0.013685655779613793,0.0008206286049348246,0.03971954965024756,0.01527714715494255,0.007831256762121333,0.1027317774263883,0.01595648315538111,0.004553914351835668,0.02233626417970201,0.019837168971959713,0.030825229845082243,0.009184381297539379,0.005567476588507444,0.002269178364910862,0.005953091234813283,0.011825988942554008,0.008985231234600129,0.015984380439191394,0.027619873383129045,0.019234461501076695,0.0020577254169101764,0.03230140896584823,0.0029176032754168343,0.00755917942595093,0.012977850810648039
11,0.01115855049691065,0.014514449014860611,0.012704570579182565,0.008312642615005686,0.004259800660716753,0.035244616725757655,0.011697733004101233,0.07588327463925612,0.014455750535733034,0.007428429937085981,0.020887270756526775,0.00664296863740697,0.010526590036601335,0.007807217185825361,0.005917751753461205,0.00871045996607655,0.0346521650168464,0.012699611814958944,0.01349508645655651,0.00471759657565687,0.021942638945659634,0.03206333088094634,0.00881466185953701,0.010071803710456016,0.003133714685471186,0.012537644133310884,0.01328132169062245
