,v-Race,v-Gender,v-Age,v-Stature,v-Wealth ,v-Health,v-Ideology,v-Environment,v-Science,v-Food,v-Housing,v-Working,a-Race,a-Gender,a-Age,a-Stature,a-Wealth ,a-Health,a-Ideology,a-Environment,a-Science,a-Food,a-Housing,a-Working,d-Race,d-Gender,d-Age,d-Stature,d-Wealth ,d-Health,d-Ideology,d-Environment,d-Science,d-Food,d-Housing,d-Working
0,0.00738428910666562,0.0026350791636278337,0.009339485194569314,0.00556114693236227,0.0029067195631405024,0.020263020976374082,0.001252419602996647,0.005434664111772874,0.006314489544203936,0.004831223139984355,0.0024282802089161696,0.014936221703573083,0.01088840261937028,0.003814488357582164,0.003410451332242278,0.024155050296537275,0.019045642415183583,0.013118319801979188,0.000980360654900874,0.0008253284698374142,0.0007727687282814083,0.01606839745909534,0.011096599082792414,0.0101136251162364,0.0027017468453222272,0.002804760667787669,0.02169813149086455,0.012301575610700782,0.007963439869037645,0.003812712541854454,0.0075380372830172555,0.020873969439544993,0.010716405417106388,0.006244312752490352,0.007464925310956494,0.011228491259352318
1,0.009473571883704455,0.0019534509320912707,0.004672722726017066,0.008621212555514282,0.0032832488077488607,0.022810231773041863,0.0015221198118905892,0.00674231751496569,0.005606946884139753,0.004046069022428614,0.003631803216023209,0.0196171296637565,0.013288475870909179,0.004354861233159709,0.002717172848261586,0.017182482546038904,0.019499545683812364,0.013444106826378989,0.0017464146476148515,0.002524273596586954,0.0011679369587791534,0.016374767352501093,0.011590414830128716,0.010635484683128396,0.003140020991007785,0.0018235554948669089,0.02479209360701367,0.01146896110369475,0.004000712840319517,0.004552305769606131,0.010194093678280107,0.02143782827205656,0.007637227087290848,0.013434093710493823,0.006232798103971093,0.008302074280102096
2,0.008174528374525251,0.0018458788995521615,0.009667127488473629,0.007415731106597486,0.0022110716588785084,0.021665253972559435,0.00270352743665289,0.006953553096853984,0.008000325783240583,0.004773809256170456,0.004101669240631556,0.017275860733957486,0.01333679581562805,0.0036167890764224123,0.0025638255747018534,0.016019071227563072,0.015416677980659316,0.013707246193506564,0.0017026258137735261,0.0008582161294852474,0.0006181421043548884,0.017344690233631742,0.01060177689583291,0.010360468395307245,0.0029374309094395133,0.003203683043617001,0.023213553750903025,0.010260018445852004,0.007085798358517248,0.007447086008078369,0.008938699884073455,0.01604995796633353,0.009577175902865727,0.006769913327762653,0.005123752102978917,0.008911497311449832
3,0.0096983661965327,0.0015172072254379914,0.00674916848839231,0.007805439630480431,0.0015926987294237862,0.02233107428327126,0.002480994919680781,0.007385377474127305,0.007218185796164539,0.005494798129234526,0.007711571261583897,0.02322507840606863,0.00991315321767828,0.003444770120561809,0.002489010431782763,0.021538648473996856,0.014867198487798728,0.009802629189924417,0.000909684574150021,0.0018792468115522614,0.0001474106402944001,0.013534512717102246,0.010142495124509208,0.010084219519339181,0.002750125162230936,0.0008883296880235795,0.02482676092461494,0.00960665790562261,0.005372770387958574,0.0033789218496284353,0.006335319422686633,0.02045230927905582,0.004067998736745636,0.006973194853035005,0.007740296348752513,0.009420115132417438
4,0.012263453759366617,0.0019598865528821763,0.008146086144578915,0.0048039398494731135,0.0018494874240799009,0.024336512540142824,0.0013549478286312379,0.005755001303949523,0.005787884130290417,0.004882088853847222,0.002162704748298397,0.01673626597100301,0.013093189000871797,0.0047182162722754556,0.005815576225968043,0.0200098159058506,0.01295333114103865,0.014581986815118606,0.0015071207498253256,0.0023004061991847044,0.0006115229588721336,0.01583677152365629,0.011065699018641587,0.012508573317954186,0.004252911246801015,0.003633956818702146,0.01996986124333068,0.01209963456260122,0.008034834727329167,0.0038211173867950723,0.005989086724090768,0.01807886631950579,0.009783189557635776,0.010023584120455916,0.009158767027591221,0.010752706275072459
5,0.007332336650822355,0.0019389562343613673,0.005794148119086794,0.009096100236193148,0.0017089003601213266,0.023839261703367927,0.0025974880340610476,0.009327493029195505,0.0056137691095986975,0.010663994762436508,0.0044680707873361,0.01606375135834599,0.011090296670071222,0.0046269176994862,0.0035976285519148943,0.012394773310656339,0.022314215383236212,0.009307312428208448,0.0013796143850087024,0.0014850391800737192,0.0009292353982392229,0.017556903643274765,0.010357546913748664,0.0117967280057379,0.003979000067557774,0.0029883902922405304,0.016335572173669037,0.010610183549848155,0.004907011781172656,0.0021115264467936406,0.007846417669933804,0.01643518319636397,0.01043080765245005,0.00831479765365263,0.009530431239119968,0.009286756016273823
6,0.0075144170583103746,0.0011289458749567252,0.008571344192453019,0.008975414029229772,0.0012760206830817343,0.024412231411953103,0.0011395726763418698,0.007874687552019184,0.00840493027023037,0.007184104331664699,0.004182241538271097,0.019175895564748052,0.0134243143879358,0.006563327471245772,0.003493302362501214,0.016731372727633087,0.021348707161031683,0.015901165171279937,0.0011120594221483435,0.0012124278154748676,0.00041404381270941345,0.016957279662341476,0.013333366641660039,0.010496927202235577,0.0013691433187115786,0.006489961312613344,0.018012352894432353,0.009496428644540906,0.004530086347140101,0.0012373972914257005,0.007799259558875348,0.013960232581343952,0.010144242011064217,0.009094917572970028,0.012531663007778193,0.0045760231410043725
7,0.006892484138632995,0.001564108390573198,0.009287901070503047,0.00846374337686685,0.0044890525229861365,0.02789555237151256,0.0012314957651731002,0.0058734619038503955,0.005659033113075536,0.010975191414203762,0.004894015004515833,0.017663506783587146,0.010247949682827407,0.00528036973528025,0.0016757478868215396,0.017697106977289552,0.011407173199808704,0.014259445097813926,0.0028768970242541055,0.0007497783124053678,0.0004787208519318082,0.019042045880012057,0.00842619954563771,0.010184579539977307,0.0021393635193351843,0.002082529100410899,0.02329458743497412,0.008820521667805798,0.005904570185184724,0.0038245088622570686,0.00618350849551207,0.013409894451667681,0.014478881926623194,0.008905082185679392,0.007737151191697659,0.0065399659169368025
8,0.009139743898141874,0.0016007574267079287,0.012791868185328771,0.007534422496197975,0.0020819019917639233,0.028101220115065897,0.0027982719220649944,0.009810354912744887,0.005695944013613211,0.011027336529743545,0.0027235367782541572,0.017432372215087238,0.011474338134540116,0.004840399396851347,0.003659710290101299,0.022657634891252384,0.017551857495722644,0.01366563645764338,0.0012645692295050377,0.002974010852561157,0.0003664135327746948,0.01297672833720262,0.011366738211443732,0.012276150321556527,0.002472339617220827,0.0020368036797298707,0.02270651376036525,0.012551263028415261,0.008263091725038994,0.0020698466797876717,0.005004096982769675,0.014007575511378793,0.011064352988089332,0.012860594862319536,0.010315441363230078,0.007366264807452838
9,0.011005481932656047,0.0021947792771612033,0.011587436179828783,0.008281562352588217,0.004687091442896564,0.027772825930327677,0.002109108184021268,0.008236062870764943,0.00675002611306411,0.008499799405482802,0.005344790723773307,0.020071371800933165,0.013551623518061688,0.005132777068164795,0.004028912305397289,0.022430963202485717,0.011201924144707798,0.013743883797689791,0.0025914813626682852,0.00031669650632465814,0.0003155425741619611,0.01472740528988985,0.009752898184389078,0.010763971684164448,0.0013905583411426383,0.0044519615536036524,0.01491271556904874,0.011527831489745552,0.008256091852917261,0.0021954027308254145,0.004932355609422008,0.018037981753148698,0.010003194704008428,0.006822471950278433,0.008607623855650883,0.007072786294808064
